# electrode string name
F24
# electrode string origin coordinates
886.17	581.04	102.00
# electrodes relative coordinates
1	0.00	0.00	-5.76
2	0.00	0.00	-4.76
3	0.00	0.00	-3.75
4	0.00	0.00	-2.76
5	0.00	0.00	-1.75
6	0.00	0.00	-0.74
7	0.00	0.00	-4.01
8	0.00	0.00	-2.01
9	0.00	0.00	-0.00
10	0.00	0.00	-0.00
11	0.00	0.00	-0.00
12	0.00	0.00	-0.00
